komentar,timestamp,platform
"Sama saya juga baru saja saldo hilang 200 rb, awalnya ada pengajuan pinjaman 4 juta, pdhal saya tidak pernah mengajukan pinjaman ke dana dan saya juga tidak punya tagihan di Dana, sama cs dana nya udh di wa jika bukan anda silahkan mengajukan pembatalan dengan kode otp yg diberikan sma Dana, tpi pendingnya lama bngt smpe akhirnya saya riset dan minta kode yg baru tpi gk dikirim² akhirnya saldo 200 hilang dan yang tagihan 4 juta gagal, saya udh curiga ini ulah dari sananya jdi takut klo mau top up lgi takutnya lngsung ilang.... 

Akhirnya saya memutuskan untuk uninstall Dana😊",4 bulan yang lalu (diedit),youtube
Makanya saya juga  gak berani nyimpan terlalu banyak .. 😢,2 minggu yang lalu,youtube
Gwa ilang 500 ribu bang di dana,1 tahun yang lalu,youtube
 @ridoalmsyh  nah makanya suka parno  kalo nyimpen jutaan di dana,1 tahun yang lalu,youtube
​ @ridoalmsyh gue juga barusan 400 bang..entah dibalikin at nggak😢,6 bulan yang lalu,youtube
Hilang apa di pake maen slot😅😅​ @ridoalmsyh ,1 tahun yang lalu,youtube
40 JT. Tapi hati² soalnya banyak saldo yang hilang dan gak kembali,1 tahun yang lalu,youtube
ayahnya kaya,1 tahun yang lalu,youtube
BCA terbaik 1 di Indonesia dan  otomatis the best perwakilan di dunia dari Indonesia karena orang2 elite semuanya berkumpul dalam keluarga BCA,10 bulan yang lalu,youtube
Yg aman dan jangka panjang tabunglah uang anda di bank milik pemerintah BTN BNI  BRI,1 tahun yang lalu,youtube
​ @asriyani3109  BCA gak aman kah?,1 tahun yang lalu,youtube
Ovo ato gopay sih,1 tahun yang lalu,youtube
coba flip bang.,1 tahun yang lalu,youtube
semangat kak semoga segera terisi sampe luber..,1 tahun yang lalu,youtube
"​ @situsgadget saya sudah daftar semua e wallet sampai komplit
Mau cari yg beneran aman dan nyaman",1 tahun yang lalu,youtube
Flip itu lebih tepatnya aplikasi transfer antar bank dengan biaya gratis. Bisa juga dipakai untuk top up e wallet tanpa biaya admin.,1 tahun yang lalu,youtube
Pakai yg kita paham aja kak .biar mudah,1 tahun yang lalu,youtube
"Aku udah dr 2020 pake flip, dan aman. Mudah buat dapet gratis TF antar bank dan ngisi ewallet",1 bulan yang lalu,youtube
Dana banyak hack nya 😢,1 tahun yang lalu,youtube
one of the best 👌,1 tahun yang lalu,youtube
aman tapi saldo tiba2 lenyap padahal hp yg gak di apa2in,1 tahun yang lalu,youtube
"Sama kasus saya, 2juta hilang krn tiba2 tdk bisa login.dan melapor ke cs tapi penyelesainx zonk.",11 bulan yang lalu,youtube
Klo tarik tunai di alfa kena admin gak kak ?,1 tahun yang lalu,youtube
Klo tarik tunai di alfa kena admin gak kak  ?,1 tahun yang lalu,youtube
​ @LordDavinci-nx4tt  gak kena free,1 tahun yang lalu,youtube
​ @LordDavinci-nx4tt engga kena admin. Tapi sekali salah transfer hangus,1 tahun yang lalu,youtube
"Dana gak aman , suruh ojk blok apk dana .DANA K*NT*L",1 tahun yang lalu,youtube
Malu sama gopay gratis transfer 100x perbulan segala bank,1 tahun yang lalu,youtube
DANA bisa juga tarik lewat ATM tanpa kartu. Dimenu ATMi tarik tunai tanpa kartu,1 tahun yang lalu,youtube
"Tapi Dana Saldo sering ke tarik, apa lagi klo saldo smpe juta², tiba² hilang 😢",11 bulan yang lalu,youtube
"Dana saldo sering hilang,, dan cs ny kurang bertanggung jawab",9 bulan yang lalu,youtube
28 September jam 09:19 saldo saya lenyap di DANA sebesar 7.000.000. DARI PIHAK DANA TIDAK tanggung jawab. Sudah komplain email live chat tidak diganti,7 bulan yang lalu,youtube
Gopay diawasi OJK kalo Dana iya engga dia,1 tahun yang lalu,youtube
Kata Siapa,1 tahun yang lalu,youtube
Kalo dana diawasi konminfo kwsn,1 tahun yang lalu,youtube
​ @EetBito-kx9zw mending ojk soalnya komdigi ini lagi terkait kasus si budie Ari,10 bulan yang lalu,youtube
Uang gwe ilang di dana ga bisa kembali,1 tahun yang lalu,youtube
 @ivanariyanto8717  pake generator,1 tahun yang lalu,youtube
"​ @ivanariyanto8717  Ilang gmna bg awalnya, dan kok bisa ya 😢😢",1 tahun yang lalu,youtube
​ @ivanariyanto8717 sama,10 bulan yang lalu,youtube
Diawasi doank tapi kalo uang hilang /perusahaan bangkrut tidak diganti buat apa,9 bulan yang lalu,youtube
haduh,2 minggu yang lalu,youtube
dana kok gk tanggung jawab sihh kehilangan dana ngakux gk ad transaksi,3 minggu yang lalu,youtube
Dana gak aman,1 bulan yang lalu,youtube
"dana ewallet pertama saya sebelum saya migrasi ke seabank sebagai bank digital pertama saya, alangkah baik nya untuk ewallet menurut saya lebih bagus ovo flip gopay astrapay dan shoppepay ketimbang dana yg gratisan nya seuprit dan untuk bank digital yg saya rekomendasikan selain seabank ada krombank superbank allobank dan neobank agar duit kalian berbunga sedangkan ewallet sebagai dana cadangan kalau mau bayar tagihan beli pulsa/kuota.",1 bulan yang lalu (diedit),youtube
"aku lebih enak dana customer service ny melayani komplen dan langsung menyelesaikan masalah dengan cepat apa lgi soal saldo yg gagal lngsung balik dlm bbrp mnit, kl seabank customer servis ny satu arah, di chat cs ny cuma ada pertanyaan soal pengirim saldo tidak ada pilihan pertanyaan untuk yg penerima,",1 bulan yang lalu,youtube
"Dana sama seabank sama"" aman sih
Asalkan jangan ada yang di utak Atik, apalagi kalau ada pesan"" masuk yang mengatas namakan aplikasi tsb, 
Kalau sea bank menang nya kita nabung bisa nambah cuan",1 bulan yang lalu,youtube
"DANA = Dompet Digital
SEABANK = BANK Digital

Mirip tapi beda jauh.",1 bulan yang lalu,youtube
Jumlah saldo maksimal blm terjawab. Piyeee?,3 bulan yang lalu,youtube
Pagi Bang. Maaf Bang sy ingin bertanya. SeaBank. Bagaimana cara mengganti E-walet yang terhubung apa bisa di ganti dengan DANA. Soalnya sy br bikin. Yg ada hanya ovo. mau sy ganti ke Dana. TRIms kasih,3 bulan yang lalu,youtube
Menurut aku sih see bank enak kita nabung dapat bunga ..kalau dana enak juga buat segala macam transaksi juga bisa ..ada juga dana goals  bisa kita misalkan,3 bulan yang lalu,youtube
Aku pengguna Apl. dana namun aman aja asl jngn asal klik link,3 bulan yang lalu,youtube
"Sebenarnya aman pakai dana asal jgn sembarangan pencet link2 yg tdk jelas di hp.. krn banyak link2 , penipu intinya kita jg hrs waspada jgn mudah di iming2ngi dgn casing2 mengatasnamakan uang kaget dan lain2.. cuekin aja aman itu.. sy pakai dana aman2 dari dulu",3 bulan yang lalu,youtube
Kalok seabank amanan sihh,4 bulan yang lalu,youtube
Danaaa sekarang tidak amann selaluu terpotong,4 bulan yang lalu,youtube
Seabank dan shope pay.,4 bulan yang lalu,youtube
"Terima kasih telah menunggu ya kaka, Mohon maaf atas ketidaknyamnnya ya kaka, kami informasikan seusai hasil pengecekan ya kaka, bahwa Sebelumnya, akun DANA Kakak sempat dibekukan sementara atas permintaan pihak BCA.

Jadi untuk koreksi saldo kaka tidak ada pengembalian ya kaka, karena hal tsb merupakan koordinasi kesepakatan dengan pihak BCA terkait transaksi yg tidak sah . Gue hapus apaan main koreksi saldo 149.500 udah kecewa pake dana",5 bulan yang lalu,youtube
"Selama Pengalaman,DANA lah Yg Betul",6 bulan yang lalu,youtube
Nih kode baru RW4Q69,6 bulan yang lalu,youtube
DANA jga aman di awasi oleh OJK,6 bulan yang lalu,youtube
Seabank,7 bulan yang lalu,youtube
Thanks untuk infonya kak 😊,1 bulan yang lalu,youtube
"DANA sering hilang, dikit dikit di bekukan, kapok make aplikasi DANA, 1.900.000 UANG SAYA MELAYANG",1 bulan yang lalu,youtube
 @fitraFirdaus-zn6qr  berarti mending di seabank dong bisa nambah cuan lumayan,1 bulan yang lalu,youtube
Di dana atau Seabank?,3 bulan yang lalu,youtube
​ @sharingtutorial  seabank dan dana,3 bulan yang lalu,youtube
"Gak bisa, itu emang udah dari bawaannya.",3 bulan yang lalu,youtube
​ @sharingtutorial ..Oo bgtu ya Bang. Soalnya ovo sy yg lama sdh tdk aktif. No no hp lama hangus dan email lupa,3 bulan yang lalu,youtube
Betull bro,3 bulan yang lalu,youtube
Betul Pakai Banget 😊,12 hari yang lalu,youtube
Serius?,3 bulan yang lalu,youtube
 @MHusen-s8q  bner bnyak yg ngeluh kepotong g jls,3 bulan yang lalu,youtube
 @MHusen-s8q  iya saya aja di ambil trs ahirnya saya hapus apilkasi dana saya ganti shopipy mantap,2 bulan yang lalu,youtube
Tapi saya ngga ah aman ko,3 bulan yang lalu,youtube
 @PahmyRenjang_29  gak ah.. gw ajha make dana dr th 2021 smpe skrg aman2 ajha smpat fakum slm 2 th dgn mehapus aplikasi nya meninggalkan saldo 18000  pas di cek lagi mau pake saldo ttp utuh,2 bulan yang lalu,youtube
betul klo ada potongan pasti anda ada tagihan tertentu yg belom di byar kan,2 minggu yang lalu,youtube
gk di awasi ojk,5 bulan yang lalu,youtube
Ewallet tidak dijamin LPS Dan tidak diawasi OJK. hanya izin BI & kondigi saja,4 bulan yang lalu,youtube
Mksh bang infonya,7 bulan yang lalu,youtube
Seabank sy kebobol 18jt. Transfer ke alamat g d kenal . G ada notif otp & hp selalu d samping jam & tanggal itu. Gmn ya kk?,7 bulan yang lalu,youtube
bang atasi kendala transaksi ngirim ke apk dana di riwayatnya masuk tapi di no tujuan gamasuk uda 7 hati saldo blom balik,8 bulan yang lalu,youtube
"Saya juga mau simpan uang di seabank kira kira aman gak ya,pernah dina dana nominal kecil aman pas nominal gede malah ada langganan lumayan ilang nya gede ,kalo seabang saya baru bikin belum terkait sama yang lain",8 bulan yang lalu,youtube
Bang aku baru download mau tanya kalau misal bayar pakai QR dana atau QR lain yang biasanya ada di tempat usaha seperti warung bisa gak?,8 bulan yang lalu,youtube
Bang atasi saldo sebank masih kosong padahal ada riwayat transaksi sukses terima uang  di sebank nya,9 bulan yang lalu,youtube
"mau cerita aja, ada temen yg tiba tiba ilang uang di Dana pas baru isi saldo, hape android. jadi Dana menurut saya kurang aman. saya udah pake seabank cukup lama dan aman. kalo mau deposito tapi ga fleksibel kalo di seabank",9 bulan yang lalu,youtube
Lah kok bisaa bang? Itu terjadi kapan?,7 bulan yang lalu,youtube
​ @Romanee278 paling gak sengaja itu mencet link atau data dia di retas,7 bulan yang lalu,youtube
Yang bener bang 18 jt di Seabank Ludes karna di bobol..😢,6 bulan yang lalu,youtube
​ @ZeoWirboy Luhh tanya atau ksh info sihh,3 bulan yang lalu,youtube
Human error kayaknya,4 bulan yang lalu,youtube
"Makanya jgn asal2 pencet link,, target penipu itu org2 yg tolol yg haus dptin uang instan",2 bulan yang lalu,youtube
Pake rekening bank apa?,8 bulan yang lalu,youtube
​ @sharingtutorial pake seabank bang,8 bulan yang lalu,youtube
​ @sharingtutorial pake seabank,8 bulan yang lalu,youtube
Sama bang sy juga pernah hilang uang 200 ribu pas di cek ada akun google yg terhubung dgn aplikasi sy lupa namanya semacam BIGO live.,5 bulan yang lalu (diedit),youtube
​ @rif6458 klo apk terhubung itu kesalahan diri sendiri sih makanya jgn d klik langganan aplikasi ke dana. Gw pake dana gk prnh ke potong krn gw gk prnh kaitkan dgn aplikasi appn,4 bulan yang lalu,youtube
Asal mencet2 link lu,2 bulan yang lalu,youtube
Seharusnya bisa tapi alangkah baiknya jika kita tanya dulu sebelum bayar untuk memastikan.,8 bulan yang lalu,youtube
"Bis abang, customer saya bayar lewat qris, pake seabnk",5 bulan yang lalu,youtube
Sma knpa yh,9 bulan yang lalu,youtube
Udah berapa lama gak masuk ke SeaBank?,9 bulan yang lalu,youtube
Kejadian tanggal 24 langsung chat cs kata ny bisa aktif kembali tnggl 26 pas saya cek jam 1mlm tanggal 26 saldo sudah normal,9 bulan yang lalu,youtube
​@smiledotcom6974bang kenapa yah qta tlfn cs seabank perlu pulsa banyak.,7 bulan yang lalu,youtube
"Sepengalaman saya,jika ada seseorang ingin transfer uang lalu salah nomor dan kebetulan orang itu pakai nmr kita,tapi dia blm kirim cuma baru mau kirim,misal kirim 50k kemudian dia baru memasukan nmr kita blm memasukan katasandi atau blm sah transfer, lalu orang itu mengecek ternyata salah nmr tujuan,dan tidak jadi transfer, tapi karena nmr kita sudah di masukan untuk nomor tujuan mereka, akhirnya notifikasi transaksi muncul,tapi saldo tidak kita terima,itulah pengalaman saya semoga membantu ya😁",9 bulan yang lalu,youtube
Alhamdulillah udah bisa nunggu 3 hari saldo kembali 😊,9 bulan yang lalu,youtube
"Alhamdulillah kalau gitu, kalau boleh tau transferan dari bank apa ya ?",9 bulan yang lalu,youtube
"Pake keamanan deteksi wajah, klo ilang berati ya itu buat bayar langganan otomatis, matikan langganan otomatisnya",6 bulan yang lalu,youtube
"Pengalaman saya, anak saya main apk Roblox eh gak tau dia beli apa di Roblox, pas lihat saldo dana gak ada uang 40rbu, pas di cek transaksi nya ada tulisan Roblox google crome, 20rbu 2x.
Gmna coba cara kesedot nya, anak saya kan gak tau pin nya tapi kepotong sendiri di saldo",5 bulan yang lalu,youtube
Makasih sharingnya kawan 😊,9 bulan yang lalu,youtube
Bisa d tarik semua ga saldo di sea bank,8 bulan yang lalu,youtube
​ @DevankaArfabian bisa bang sampe habis,8 bulan yang lalu,youtube
​ @DevankaArfabian  TF pun 100x gratis selama sebulan,8 bulan yang lalu,youtube
 @DevankaArfabian bisa. rata rata bank digital ga perlu saldo mengendap,8 bulan yang lalu,youtube
"Ini yg uplod ngebelain seabank banget.. 😂
Lucuu",7 bulan yang lalu,youtube
Maksudnya ga fleksibel itu gimana ya? DANA lebih mudah dipakai daripada seabank gitu kah?,7 bulan yang lalu,youtube
"⁠ @skafu9229 pengalaman saya di seabank, tidak bisa cairkan deposito sampai tanggal jatuh tempo. jadi kalau perlu dana darurat tidak bisa dipakai uangnya sampai akhir waktu deposito",7 bulan yang lalu,youtube
Itu teman kau ada langganan di apk sama bayar otomatis dananya kocak bukan dananya yang disalahin wkwk,9 bulan yang lalu,youtube
​​ @tantejangan6435 pembayaran otomatis bukan nya harus tetap memasukkan pin ?,8 bulan yang lalu (diedit),youtube
" @tantejangan6435 katanya sih ga ada langganan apapun. dan itu ilang nya ga lama abis top up, mungkin 5 menit",9 bulan yang lalu,youtube
Ovo enak y ada kunci akun tpi mahal..kirim mahal nrima jga k potong..klo dana murah tf k mna2 tpi udh ada yg k jadian ilang saldo y,3 bulan yang lalu,youtube
"Jangan pakai Gopay.Saldoku belum balik,sudah 6 hari.Kantor fisik juga gak ada.",5 bulan yang lalu,youtube
Gopay dong,5 bulan yang lalu,youtube
"SAYA DULU PILIH Gopay, TAPI SEKARANG SAYA PILIH DANA, KENAPA SAYA PILIH DANA,, KARENA DANA TANPA ADA GANGGUAN, DARI PADA GOPAY KADANG TOUP GK MASUK APA LAGI DI SAAT KITA LAGI TRANSAKSI SERING GOPAY  ITU GANGGUAN.. JADI RAGU UNTUK MENGGUNAKAN GOPAY JANGKA PANJANG,, KALAU DANA SELAMA SAYA PAKAI AMAN AMAN SAJA,, JADI GK RAGUKAN LAGI🙏🙏",7 bulan yang lalu,youtube
Paleng enak itu pake gopay bisa transfer ke bank.gratis.100X per bulan,7 bulan yang lalu,youtube
"Ak klO nyimpen duit lumyan msih setia pke ( Seabnk ) coz krjasama dgn Shopy, klO kndala kdang dipending / internet lgi eror / gngguan itumah wjar sii mnurutku, 

Tpi slma ni blom prnh dngr brita duit brkurng / hilng sndri, ak juga pke dana, tpi buat kprluan shri² sja, isiny juga dkit,",7 bulan yang lalu,youtube
Aku pakai Dana,10 bulan yang lalu,youtube
Gopay nomor 1,10 bulan yang lalu (diedit),youtube
"Saya pakai isaku, kerjasama dengan indomaret",1 tahun yang lalu,youtube
"Gopay tabungan mantab pulsa murah, tranper gratis di semua bank,  paket data murah,",1 tahun yang lalu,youtube
Kalo dana tampung uang nya sampai berapa,1 tahun yang lalu,youtube
sy pake e wallet cm numpang kirim uang aja.klo lg hujan.,1 tahun yang lalu,youtube
"apaan saya pake dana tiba tiba uang ke tf sendiri ke tokopedia pas dicek tokonya sudah tutup, padahal gk pernah mesen atau daftar ditokopedia sama isi kotapun langsung habis kaya di bajak gitu",1 tahun yang lalu,youtube
"Ini yg koment ada yg enak pakai dana,link aja,gopay,ovo,jd yg mana satu ni 😂",2 tahun yang lalu,youtube
"Limit dana saya 40jt, apakah bisa di refresh kembali bosku?",2 tahun yang lalu,youtube
Saya pilih gopay aja bukan daripada Dana Terlalu lama daftar No ok ✅ kita disuruh Reset eh ternyata beneran gak ada perubahan kak Tingkatkan Gopay semoga dia berikan Motivasi lebih Terbaik untuk menunjukkan Gopay hadirkan sebagai Juara pertama,3 tahun yang lalu,youtube
Ovo terbaik,3 tahun yang lalu,youtube
Gw mah pilih dana.😁.,4 tahun yang lalu,youtube
kalok buat nabung aman mana kak,4 tahun yang lalu,youtube
Gopay kok blokir saldo gk jelass,4 tahun yang lalu,youtube
Ko bisa ka,3 bulan yang lalu,youtube
"😂😂😂pikiran lu yg dibajak,  bukan dananya, putuskan smua hubungan dg smua apl kocak",1 tahun yang lalu,youtube
​ @dedisupardi3407  😂,1 tahun yang lalu,youtube
Gak suka gopay susah upgrade ke gopay plus padahal foto udah bener,4 tahun yang lalu,youtube
gua pilih grab sih 😕,4 tahun yang lalu,youtube
ovo selalu dihati 😄,4 tahun yang lalu,youtube
Itu isi maksimalnya berapa ya? Apa kayak ATM bisa diisi sampe 100jt?,4 tahun yang lalu,youtube
Aq sih kedana karna ga pakai biaya admin,5 tahun yang lalu,youtube
Gw pake tiga² nya,5 tahun yang lalu,youtube
Gopay buat apa apa bisa,5 tahun yang lalu,youtube
"gua pake ketiga itu ga buat cashback, harusnya dibahas alasain lain kayak statistik e-wallet mana yang lebih sering dipake merchant dan ketersediaannya di lapangan",5 tahun yang lalu,youtube
ovo karena dana perampok uang nasabah,5 tahun yang lalu,youtube
"Gw 4 + jenius, sejauh ini UX milih dana cuma 1 alasan, top up pulsa ratenya 1:1 wkwkwk. Sedangkan jenius kerennya ada VCC bisa buat buka trial netflix, spotify, etc. 😂",5 tahun yang lalu (diedit),youtube
Dana bisnis gw eror mulu anjim😀,5 tahun yang lalu,youtube
Yg mana yg bisa isi saldo ke alfa atau indomaret di wakilkan temen dan ga harus nunjukin aplikasinya.buat buka usaha biar bayar di indomaret dan alfa yg ga punya rek bank.,5 tahun yang lalu,youtube
ovo lah,5 tahun yang lalu,youtube
Dana apa gopay  gue mau download buat top up,5 tahun yang lalu,youtube
bitcoin🔥,5 tahun yang lalu,youtube
"Klo blnja pesan mkn siih GOPAY
klo transfer bnyk beda bank ya DANA. Krn gk biaya admin 😅

Klo ovo Sama sprt goopay cuman saat ini bsa ditransfer ke ATM juga",5 tahun yang lalu,youtube
"Awalnya semua bagus tergantung dari perkembangan aplikasi, klw dari pengalaman saya Awalnya pake Ovo tapi makin kesini malah ribet, dan berkenalan dengan gopay bagus sih tapi dari interface aplikasi agak dikit ribet di pake, Dan sekarang terjebak dengan Dana yang lebih praktis.. tapi ttap pake ke 3 E wallet tersebut sesuai kebutuhan misalkan transportasi, dan pembayaran lainnya memiliki  kelebihannya masih2.. 1Dana.2gopay.3.ovo",5 tahun yang lalu,youtube
shopeepay,5 tahun yang lalu,youtube
Menurut ku lebih bagus DANA semua udh gue bandingkan dompet yg lain...,5 tahun yang lalu,youtube
Nah sama,2 tahun yang lalu,youtube
Ga nyambung 🗿,4 tahun yang lalu,youtube
Maksimal 10 jt,4 tahun yang lalu,youtube
Bagusan mana ama LinkAja?,5 tahun yang lalu,youtube
 @angeldotulong6258  linkaja. Produk gagal,5 tahun yang lalu,youtube
Saran saya jngan pake dana lagi viral bnyak yg hilang uang di dana trmasuk saya korban nya,1 tahun yang lalu,youtube
"​ @ValdiNatal serius bang, lenyap dong duitnya",8 bulan yang lalu,youtube
Link aja mana suAranya,5 tahun yang lalu,youtube
"bener klo udah nyaman gw susah move on, tp klo ada cashback gw instal truss klo udah habis uninstal deh, jahat bangat kan , pengguna gopay all in soalnya",5 tahun yang lalu,youtube
Saya lebih sering pake gopay.. bahkan ovo saya ngisinya pake gopay 😁😄😄😄,5 tahun yang lalu,youtube
"Paling enak Shopee, udah ada Shopee pay",5 tahun yang lalu,youtube
Lha gw punya 4 bang dompet digital udh prenium semua,5 tahun yang lalu,youtube
"Saya mah pake celana kolor,  kadang ada duitnya,  kadang juga gak ada",5 tahun yang lalu,youtube
Ovo duit hilang mending dana,5 tahun yang lalu,youtube
Gopay..gopay gopay...ngga ribet...karna jadi satu aplikasi sama gojek....dan pertama di Indonesia...anti Lippo group...,5 tahun yang lalu,youtube
Saya pilih gopay aja.karna gopay jadi satu aplikasi sama gojek.dan kalo dpt cash back.saldo langsung masuk gopay.bisa topup via driver dll.kalo ovo cash back nya masuk ovo point' dulu..dan ingat ovo bisa topup via driver grab juga baru kemaren.ngikutin gojek.,5 tahun yang lalu,youtube
"Sebenarnya ingin pakai GOPAY aja, tapi sayang ga kerjasama sama Indomaret, jadi pakai DANA juga karena lebih suka belanja di Indomaret dibanding Alfamart.",5 tahun yang lalu,youtube
"Saya lebih milih ke dana karna untuk nambahkan saldo id apple lebih mudah ke dana, untuk transaksi lainnya juga ga ribet.",5 tahun yang lalu,youtube
Untuk nyimpan uang manakah yang lebih aman?,5 tahun yang lalu,youtube
Kalau saya punya semua nya tdk pernah topup buat update jaa . Blanja online simpan uang dll cukup internet banking 😊,5 tahun yang lalu,youtube
Mana yang lebihh mudah digunainya,5 tahun yang lalu,youtube
"Saya pke DANA sama OVO.
DANA buat transfer GRATIS biaya admin. Bayar listrik biaya admin nya murah. Sekalian buat jualan pulsa / paket data.
OVO dipake buat grab aja.",5 tahun yang lalu,youtube
Dana bisa transfer ke semua rekening Bank nggak sih?,5 tahun yang lalu,youtube
"Kalau cuma untuk menyimpan uang doang kira "" apa Bang",5 tahun yang lalu,youtube
Gopay tetap dihati karena aplikasinya gk misah gk ribet.  Kalo pake grab gua selalu tunai.  Kalo dana gua gk pake dan belom nyoba.  Wkwkw,5 tahun yang lalu,youtube
"Gopay doang bisa buat smua pulsa, belanja makan dll",6 tahun yang lalu,youtube
"Mau minta saran dong ka,... 
Saya lagi bingung, buat apk yg bisa orng transfer ke saya dan sya bisa mencairi uang tsb? Apk apa yah kira2?...tolong jawabannya yah",6 tahun yang lalu,youtube
Knp hilang ka,4 tahun yang lalu,youtube
"Sama bro..ane juga fun berat Indomaret.
Sampe kenal kasirnya yg imut..
Kalo Alfamart kurang sreg aja",5 tahun yang lalu,youtube
Di celengan ayam lebih aman,5 tahun yang lalu,youtube
Satu lagi DANA buat belanja di lazada sama bukalapak,5 tahun yang lalu,youtube
Aman ga sih buat nabung si dana,4 tahun yang lalu,youtube
 @nokenny7816  kalo saya sejauh ini aman² aja,4 tahun yang lalu,youtube
"enak dana boz,,,,, slama gua pke di 2020",5 tahun yang lalu,youtube
Celengan ayam,5 tahun yang lalu,youtube
 @AndriyHadinata  di tanya serius bro-_-,4 tahun yang lalu,youtube
Dompet hadiah toko emas,5 tahun yang lalu,youtube
Dana dong... Lebih praktis dan terpecaya,6 tahun yang lalu (diedit),youtube
"Gua masih seneng LINK AJA
Masa kga ada yg pilih LINK AJA ?",6 tahun yang lalu,youtube
"wah kemana aja gue baru nemu video ini.

gue termasuk user fitur dan servis oriented, promo cashback bukan utama.

tapi bukan berarti ga pernah ambil cashback ya.

1. mulai dari tmpt simpen duit dulu. gue masih mempercayakannya pada bank.

2. kemudahan pembayaran. karena gue termasuk yang males topup dulu kalo mau bayar, yang bisa direct debit jadi pilihan.

karena akan repot kalo ngitung dulu total pembayaran.

so far, baru DANA yang support.
kenapa ga topup lebih aja? balik ke poin 1.

kecuali bila merchant offlinenya ga support pembayaran DANA dan tidak ada EDC. baru gue topup ke dompet elektronik lain.

3. Untuk belanja di merchant offline, gue masih prefer Gopay bila opsi DANA tidak tersedia.

karena ada opsi shortcut ke fitur pembayaran. Opsi berikutnya baru OVO.

4. Bagi gue, dompet elektronik yang terhubung langsung ke toko online ga gitu ngaruh

Karena untuk belanja di sana, gue mengutamakan fitur transfer.

5. Khusus pesan antar makanan, OVO jadi opsi utama. Pastinya ga lepas dari aplikasi terkaitnya. Di sinilah gue gunakan promo.

6. Soal transportasi, taksi misalnya. DANA bisa dihubungkan ke aplikasi MyBluebird.

Kesimpulan:
Sebagai alat pembayaran di merchant offline, urutan opsinya:
1. DANA
2. Gopay
3. OVO

Untuk pesan-antar makanan, urutan opsinya:
1. OVO
2. Gopay

Untuk transportasi, urutan opsinya:
1. Gopay (Ojol dan taksi)
2. DANA (via MyBluebird)
3. OVO (Ojol dan taksi)

Sebetulnya mau nambahin soal LinkAja, tapi jadi ga sesuai dengan isi video.",6 tahun yang lalu,youtube
"70% Ads
30% Bahas ovo dana gopay",6 tahun yang lalu,youtube
Paypal g di bahas :(,6 tahun yang lalu,youtube
Dana,6 tahun yang lalu,youtube
"Saya dari awal pakai DANA ,pernah instal OVO eh mau upgrade sekarang tidak bisa ONLINE tidak seperti dulu yg katanya bisa ONLINE upgradenya ..
Auto uinstal OVOnya tetep DANA dari dulu",6 tahun yang lalu,youtube
"kalo sekarang sih DANA, satu2nya dompet digital yang masih bebas biaya admin buat transfer

bisa dipake buat topup GOPAY & OVO juga, pulsa murah + bisa binding kartu debit",6 tahun yang lalu,youtube
"tak usah terjebak promo2, itu takkan selamanya, urusan sumber uang...DANA paling bagus. sebenarnya sih saya paling suka BCAmobile, uang tak usah nyebar ke mana-mana cukup di bank saja.",6 tahun yang lalu,youtube
Saya pilih Dana.,6 tahun yang lalu,youtube
"aq nilai dr sisi bisa transfer antar bank. karena sebenarnya mau topup kalo lagi cashback gak loyal sama satu aplikasi. malah aq nomor satu dana, ovo dan gopay. kenapa dana
dana itu simple gak perlu top up bisa pake kartu debit/kredit, transfer antar bank gratis skrg 5x/bln, gak ada biaya adm klo topup dr bank BCA. satu lagi dana bisa topup via alfamart jd kadang kalo males pegang cash aq topup dialfamart jd kadang nyimpen duit ya di dana. ovo dulu sih loyal skrg sudah agak menurun karena perubahan 2020 ini pesat bgt pertama transfer antar bank kena cash 2.500 itu pasti yg membuat ovo agak menurun kedua cashback skrg di 2020 ini cuma 10rb dr dulu bisa sampe 30,25,12.5 malah skrg 10rb. ovo dulu bisa topup dialfamart skrg gak bisa lagi. gua masih agak loyal karena di ovo gua dapet layanan ovopaylater jd klo lagi bokek gua pake layanan itu apalagi gak ada bunga/biaya layanan jd sering belanja ke hypermart dan gramedia bayar bisa bulan depannya lagi. nah terakhir gopay. gopay cashback nanggung banget kayak kasih anak yatim jajan 3rb, 5rb, dan paling gede 10rb itupun ada minimal transaksi di beberapa merchant kayak di mcd, dan lain lain. jd males aja nyimpen duit di gopay. gopay juga klo mau topup mesti kena 1rb apalgi kalo mau balikin duitnya kebank lagi kena cash 6500 yah males bgt.",6 tahun yang lalu,youtube
Dari ketiga tersebut mana yg cepat dalam proses withdraw,6 tahun yang lalu,youtube
Yang paling aman dan terpercata apa yah? Soalnya saya mau pakai buat tabungan hidup,6 tahun yang lalu,youtube
"Kalau saya pakai dana.. Makan di KFC burger King.. Nonton bioskop cinema 21,beli pulsa",6 tahun yang lalu,youtube
Kok dana jarang dapat diskon lagi..tiap spin juga zonk terus...kesel,6 tahun yang lalu (diedit),youtube
"Orang pinter pasti pake dana, 
Alesan cari tau sndiri 😂",6 tahun yang lalu,youtube
"Gue gak perlu discoun2an, bagi gue yg penting bila  top up pulsa/paket data, bayar tlp, pln, air, transfer bank, belanja online, dll Tidak dikenakan biaya tambahan. Trus keuntungan dompet digitalnya apa??
Manfaatkanlah saldo nasabah yg mengendap.",6 tahun yang lalu,youtube
Dana lah,6 tahun yang lalu,youtube
